Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
#country+name,#country+code,#date+year,#indicator+name,#indicator+code,#indicator+value+num
Madagascar,MDG,2008,DHS: Gross attendance rate. Post Secondary,HH.DHS.GAR.456,2.2
Madagascar,MDG,2003,DHS: Gross attendance rate. Post Secondary,HH.DHS.GAR.456,2.42707046650041
Madagascar,MDG,1997,DHS: Gross attendance rate. Post Secondary,HH.DHS.GAR.456,0.731754876556296
Madagascar,MDG,1992,DHS: Gross attendance rate. Post Secondary,HH.DHS.GAR.456,0.842790934528769
Madagascar,MDG,2008,DHS: Gross attendance rate. Post Secondary. Female,HH.DHS.GAR.456.F,2.2
Madagascar,MDG,2003,DHS: Gross attendance rate. Post Secondary. Female,HH.DHS.GAR.456.F,2.56070867087472
Madagascar,MDG,1997,DHS: Gross attendance rate. Post Secondary. Female,HH.DHS.GAR.456.F,0.735031748500479
Madagascar,MDG,1992,DHS: Gross attendance rate. Post Secondary. Female,HH.DHS.GAR.456.F,0.619844710360947
Madagascar,MDG,2008,DHS: Gross attendance rate. Post Secondary. Male,HH.DHS.GAR.456.M,2.3
Madagascar,MDG,2003,DHS: Gross attendance rate. Post Secondary. Male,HH.DHS.GAR.456.M,2.29035536025952
Madagascar,MDG,1997,DHS: Gross attendance rate. Post Secondary. Male,HH.DHS.GAR.456.M,0.728639578104004
Madagascar,MDG,1992,DHS: Gross attendance rate. Post Secondary. Male,HH.DHS.GAR.456.M,1.07218413703534
Madagascar,MDG,2008,DHS: Gross attendance rate. Post Secondary. Quintile 1,HH.DHS.GAR.456.Q1,0
Madagascar,MDG,2003,DHS: Gross attendance rate. Post Secondary. Quintile 1,HH.DHS.GAR.456.Q1,0
Madagascar,MDG,1997,DHS: Gross attendance rate. Post Secondary. Quintile 1,HH.DHS.GAR.456.Q1,0
Madagascar,MDG,2008,DHS: Gross attendance rate. Post Secondary. Quintile 2,HH.DHS.GAR.456.Q2,0.0318957303831123
Madagascar,MDG,2003,DHS: Gross attendance rate. Post Secondary. Quintile 2,HH.DHS.GAR.456.Q2,0
Madagascar,MDG,1997,DHS: Gross attendance rate. Post Secondary. Quintile 2,HH.DHS.GAR.456.Q2,0
Madagascar,MDG,2008,DHS: Gross attendance rate. Post Secondary. Quintile 3,HH.DHS.GAR.456.Q3,0
Madagascar,MDG,2003,DHS: Gross attendance rate. Post Secondary. Quintile 3,HH.DHS.GAR.456.Q3,0
Madagascar,MDG,1997,DHS: Gross attendance rate. Post Secondary. Quintile 3,HH.DHS.GAR.456.Q3,0
Madagascar,MDG,2008,DHS: Gross attendance rate. Post Secondary. Quintile 4,HH.DHS.GAR.456.Q4,0.460075783170312
Madagascar,MDG,2003,DHS: Gross attendance rate. Post Secondary. Quintile 4,HH.DHS.GAR.456.Q4,0.517846197244003
Madagascar,MDG,1997,DHS: Gross attendance rate. Post Secondary. Quintile 4,HH.DHS.GAR.456.Q4,0
Madagascar,MDG,2008,DHS: Gross attendance rate. Post Secondary. Quintile 5,HH.DHS.GAR.456.Q5,8.73277153309463
Madagascar,MDG,2003,DHS: Gross attendance rate. Post Secondary. Quintile 5,HH.DHS.GAR.456.Q5,9.08885367312525
Madagascar,MDG,1997,DHS: Gross attendance rate. Post Secondary. Quintile 5,HH.DHS.GAR.456.Q5,3.21650563259541
Madagascar,MDG,2008,DHS: Gross attendance rate. Post Secondary. Rural,HH.DHS.GAR.456.R,0.8
Madagascar,MDG,2003,DHS: Gross attendance rate. Post Secondary. Rural,HH.DHS.GAR.456.R,1.07586214808596
Madagascar,MDG,1997,DHS: Gross attendance rate. Post Secondary. Rural,HH.DHS.GAR.456.R,0.0989320099205626
Madagascar,MDG,1992,DHS: Gross attendance rate. Post Secondary. Rural,HH.DHS.GAR.456.R,0.0425531914893617
Madagascar,MDG,2008,DHS: Gross attendance rate. Post Secondary. Urban,HH.DHS.GAR.456.U,9.1
Madagascar,MDG,2003,DHS: Gross attendance rate. Post Secondary. Urban,HH.DHS.GAR.456.U,6.64712300599382
Madagascar,MDG,1997,DHS: Gross attendance rate. Post Secondary. Urban,HH.DHS.GAR.456.U,2.38999757305842
Madagascar,MDG,1992,DHS: Gross attendance rate. Post Secondary. Urban,HH.DHS.GAR.456.U,4.2654028436019
Madagascar,MDG,2008,DHS: Net attendance rate. Primary,HH.DHS.NAR.1,78.4
Madagascar,MDG,2003,DHS: Net attendance rate. Primary,HH.DHS.NAR.1,75.1212131130252
Madagascar,MDG,1997,DHS: Net attendance rate. Primary,HH.DHS.NAR.1,60.6056640652277
Madagascar,MDG,1992,DHS: Net attendance rate. Primary,HH.DHS.NAR.1,61.3015455261588
Madagascar,MDG,2008,DHS: Net attendance rate. Primary. Female,HH.DHS.NAR.1.F,79.4
Madagascar,MDG,2003,DHS: Net attendance rate. Primary. Female,HH.DHS.NAR.1.F,76.582288942081
Madagascar,MDG,1997,DHS: Net attendance rate. Primary. Female,HH.DHS.NAR.1.F,62.0488445261487
Madagascar,MDG,1992,DHS: Net attendance rate. Primary. Female,HH.DHS.NAR.1.F,62.4606987868588
Madagascar,MDG,2008,DHS: Net attendance rate. Primary. Male,HH.DHS.NAR.1.M,77.4
Madagascar,MDG,2003,DHS: Net attendance rate. Primary. Male,HH.DHS.NAR.1.M,73.6868155235759
Madagascar,MDG,1997,DHS: Net attendance rate. Primary. Male,HH.DHS.NAR.1.M,59.2304982059267
Madagascar,MDG,1992,DHS: Net attendance rate. Primary. Male,HH.DHS.NAR.1.M,60.1929999412293
Madagascar,MDG,2008,DHS: Net attendance rate. Primary. Quintile 1,HH.DHS.NAR.1.Q1,59.8801908710654
Madagascar,MDG,2003,DHS: Net attendance rate. Primary. Quintile 1,HH.DHS.NAR.1.Q1,61.1647828179234
Madagascar,MDG,1997,DHS: Net attendance rate. Primary. Quintile 1,HH.DHS.NAR.1.Q1,39.4547590163046
Madagascar,MDG,2008,DHS: Net attendance rate. Primary. Quintile 2,HH.DHS.NAR.1.Q2,74.4874019916011
Madagascar,MDG,2003,DHS: Net attendance rate. Primary. Quintile 2,HH.DHS.NAR.1.Q2,65.759869935644
Madagascar,MDG,1997,DHS: Net attendance rate. Primary. Quintile 2,HH.DHS.NAR.1.Q2,45.6580872597105
Madagascar,MDG,2008,DHS: Net attendance rate. Primary. Quintile 3,HH.DHS.NAR.1.Q3,84.0087597140522
Madagascar,MDG,2003,DHS: Net attendance rate. Primary. Quintile 3,HH.DHS.NAR.1.Q3,74.832595447781
Madagascar,MDG,1997,DHS: Net attendance rate. Primary. Quintile 3,HH.DHS.NAR.1.Q3,60.2357151941619
Madagascar,MDG,2008,DHS: Net attendance rate. Primary. Quintile 4,HH.DHS.NAR.1.Q4,89.8550872061645
Madagascar,MDG,2003,DHS: Net attendance rate. Primary. Quintile 4,HH.DHS.NAR.1.Q4,87.7060971106204
Madagascar,MDG,1997,DHS: Net attendance rate. Primary. Quintile 4,HH.DHS.NAR.1.Q4,73.8754587483509
Madagascar,MDG,2008,DHS: Net attendance rate. Primary. Quintile 5,HH.DHS.NAR.1.Q5,90.027008951541
